Stop ID Number,Stop Abbreviation,StopName,Shelter,Bench,Route Number,Route Name,Longitude,Latitude,Mapped Location
1788,100OAKS,100 OAKS MALL,1,1,1,VINE HILL,-86.762639,36.106851,"(36.106851, -86.762639)"
1792,POWPOWNM,POWELL AVE & POWELL PL NB,0,0,1,VINE HILL,-86.765569,36.108232,"(36.108232, -86.765569)"
1785,BRAEIRNN,BRANSFORD AVE & EAST IRIS DR NB,0,1,1,VINE HILL,-86.76628,36.116603,"(36.116603, -86.766280)"
1787,BRABERNM,BRANSFORD AVE & BERRY RD NB,0,0,1,VINE HILL,-86.765494,36.121603,"(36.121603, -86.765494)"
461,BRAROSNN,BRANSFORD AVE & ROSEDALE AVE NB,0,0,1,VINE HILL,-86.765827,36.124624,"(36.124624, -86.765827)"
454,BRACRANF,BRANSFORD AVE & CRAIGHEAD ST NB,0,0,1,VINE HILL,-86.765965,36.12615,"(36.126150, -86.765965)"
456,BRABENNN,BRANSFORD AVE & BENTON AVE NB,0,0,1,VINE HILL,-86.768317,36.131533,"(36.131533, -86.768317)"
463,BRAWEDNN,BRANSFORD AVE & WEDGEWOOD AVE NB,0,0,1,VINE HILL,-86.768817,36.132468,"(36.132468, -86.768817)"
2206,CHEMARWM,CHESTNUT ST & MARTIN ST WB,0,0,1,VINE HILL,-86.770883,36.14307,"(36.143070, -86.770883)"
635,CHEFOREN,CHESTNUT ST & FORT NEGLEY BLVD EB,0,1,1,VINE HILL,-86.775425,36.142249,"(36.142249, -86.775425)"
889,FORCHENM,FORT NEGLEY BLVD & CHESTNUT ST NB,0,0,1,VINE HILL,-86.776322,36.14632,"(36.146320, -86.776322)"
4177,6THLAFNN,6TH AVE & LAFAYETTE,0,0,1,VINE HILL,-86.775233,36.152857,"(36.152857, -86.775233)"
2588,LAF5AEN,GREYHOUND STATION - LAFAYETTE ST & 5TH AVE S,1,0,1,VINE HILL,-86.773315,36.152481,"(36.152481, -86.773315)"
736,DEM6AEN,DEMONBREUN ST & 6TH AVE EB,0,0,1,VINE HILL,-86.778603,36.157738,"(36.157738, -86.778603)"
2610,5ABRONN,5TH AVE S & BROADWAY AVE NB,0,0,1,VINE HILL,-86.778373,36.160429,"(36.160429, -86.778373)"
228,5ACOMNN,5TH AVE N & COMMERCE ST NB,0,0,1,VINE HILL,-86.779169,36.161732,"(36.161732, -86.779169)"
226,5AVCHUNN,5TH AVE N & CHURCH ST NB,1,1,1,VINE HILL,-86.780078,36.163054,"(36.163054, -86.780078)"
224,5AVCHUNM,5TH AVE N & THE ARCADE NB,0,0,1,VINE HILL,-86.780627,36.163938,"(36.163938, -86.780627)"
243,6AVCHUSN,6TH AVE N & CHURCH ST SB,0,0,1,VINE HILL,-86.781601,36.162833,"(36.162833, -86.781601)"
702,6AVCOMSN,6TH AVE N & COMMERCE ST SB,0,1,1,VINE HILL,-86.780728,36.161447,"(36.161447, -86.780728)"
247,6AOAKSN,6TH AVE S & OAK ST SB,0,0,1,VINE HILL,-86.772303,36.148073,"(36.148073, -86.772303)"
352,FORVINSM,FORT NEGLEY BLVD & VINE ST SB,0,0,1,VINE HILL,-86.776445,36.146517,"(36.146517, -86.776445)"
890,CHEFOREM,CHESTNUT ST & FORT NEGLEY BLVD EB,0,0,1,VINE HILL,-86.774589,36.142159,"(36.142159, -86.774589)"
640,CHEMAREN,CHESTNUT ST & MARTIN ST EB,0,0,1,VINE HILL,-86.769849,36.143403,"(36.143403, -86.769849)"
1419,MARWEDSN,MARTIN ST & WEDGEWOOD AVE SB,0,0,1,VINE HILL,-86.770473,36.133607,"(36.133607, -86.770473)"
1991,WEDBRAEN,WEDGEWOOD AVE & BRANSFORD AVE EB,0,0,1,VINE HILL,-86.769002,36.133255,"(36.133255, -86.769002)"
452,BRABENSF,BRANSFORD AVE & BENTON AVE SB,0,0,1,VINE HILL,-86.768385,36.131479,"(36.131479, -86.768385)"
2207,BRACRASN,BRANSFORD AVE & CRAIGHEAD ST SB,0,0,1,VINE HILL,-86.766278,36.126148,"(36.126148, -86.766278)"
460,BRAROSSF,BRANSFORD AVE  & ROSEDALE AVE SB,0,0,1,VINE HILL,-86.765931,36.124353,"(36.124353, -86.765931)"
1939,THOPOWEM,THOMPSON LN & POWELL AVE EB,0,0,1,VINE HILL,-86.764776,36.112013,"(36.112013, -86.764776)"
1940,THOEIREF,THOMPSON LN & EAST IRIS DR,0,0,1,VINE HILL,-86.762652,36.111799,"(36.111799, -86.762652)"
1941,THOKRAEF,THOMPSON LN & KRAFT DR,0,0,1,VINE HILL,-86.757596,36.111311,"(36.111311, -86.757596)"
1788,100OAKS,100 OAKS MALL,1,1,1,VINE HILL,-86.762639,36.106851,"(36.106851, -86.762639)"
243,6AVCHUSN,6TH AVE N & CHURCH ST SB,0,0,2,BELMONT,-86.781601,36.162833,"(36.162833, -86.781601)"
702,6AVCOMSN,6TH AVE N & COMMERCE ST SB,0,1,2,BELMONT,-86.780728,36.161447,"(36.161447, -86.780728)"
265,8ABROSN,8TH AVE S & BROADWAY AVE SB,1,0,2,BELMONT,-86.782225,36.159008,"(36.159008, -86.782225)"
264,8ABROSF,8TH AVE S & BROADWAY AVE SB,0,0,2,BELMONT,-86.781861,36.158455,"(36.158455, -86.781861)"
288,8ADEMSN,8TH AVE S & DEMONBREUN ST SB,0,0,2,BELMONT,-86.780929,36.156975,"(36.156975, -86.780929)"
282,8ASHISN,8TH AVE S & SHIRLEY ST SB,0,0,2,BELMONT,-86.77982,36.155187,"(36.155187, -86.779820)"
267,8ADRESN,8TH AVE S & DREXEL ST SB,0,0,2,BELMONT,-86.779394,36.152687,"(36.152687, -86.779394)"
272,8ADIVSN,8TH AVE S & DIVISION ST SB,0,0,2,BELMONT,-86.779301,36.150067,"(36.150067, -86.779301)"
805,DIVOVEWN,DIVISION ST & OVERTON ST WB,0,0,2,BELMONT,-86.782389,36.150901,"(36.150901, -86.782389)"
89,17AEDGSM,17TH AVE S & EDGEHILL AVE SB,0,0,2,BELMONT,-86.794758,36.142257,"(36.142257, -86.794758)"
91,17AHORSM,17TH AVE S & HORTON AVE SB,0,0,2,BELMONT,-86.795251,36.139775,"(36.139775, -86.795251)"
94,17ADORSN,17TH AVE S & DOROTHY PL SB,0,0,2,BELMONT,-86.795609,36.137623,"(36.137623, -86.795609)"
1989,WED17AEN,WEDGEWOOD AVE & 17TH AVE S EB,0,1,2,BELMONT,-86.795931,36.136868,"(36.136868, -86.795931)"
95,18AACKSN,18TH AVE S & ACKLEN AVE SB,0,1,2,BELMONT,-86.7971,36.135158,"(36.135158, -86.797100)"
363,BEL17AEN,BELMONT AVE & 17TH AVE S EB,0,0,2,BELMONT,-86.795676,36.132667,"(36.132667, -86.795676)"
398,BELDELSN,BELMONT BLVD & DELMAR AVE SB,0,0,2,BELMONT,-86.795588,36.130506,"(36.130506, -86.795588)"
364,BELASHSN,BELMONT BLVD & ASHWOOD AVE SB,0,0,2,BELMONT,-86.795272,36.128908,"(36.128908, -86.795272)"
418,BELLINSN,BELMONT BLVD & LINDEN AVE SB,0,0,2,BELMONT,-86.794352,36.127533,"(36.127533, -86.794352)"
369,BELBEESN,BELMONT BLVD & BEECHWOOD AVE SB,0,0,2,BELMONT,-86.794062,36.126072,"(36.126072, -86.794062)"
439,BELWILSN,BELMONT BLVD & WILDWOOD AVE SB,0,0,2,BELMONT,-86.794741,36.122719,"(36.122719, -86.794741)"
390,BELCEDSN,BELMONT BLVD & CEDAR LN SB,0,0,2,BELMONT,-86.795124,36.120904,"(36.120904, -86.795124)"
1143,BELCLASM,BELMONT BLVD & CLAYTON AVE SB,0,0,2,BELMONT,-86.796447,36.118505,"(36.118505, -86.796447)"
435,BELSTOSF,BELMONT BLVD & STOKES LN SB,0,0,2,BELMONT,-86.798832,36.115775,"(36.115775, -86.798832)"
394,BELCLISF,BELMONT BLVD & CLIFTON LN SB,0,0,2,BELMONT,-86.799921,36.114409,"(36.114409, -86.799921)"
392,BELCLMSF,BELMONT BLVD & CLAIRMONT PL SB,0,0,2,BELMONT,-86.800279,36.111923,"(36.111923, -86.800279)"
401,BELGRASN,BELMONT BLVD & GRAYBAR LN SB,0,0,2,BELMONT,-86.800429,36.110438,"(36.110438, -86.800429)"
427,BELNONSN,BELMONT BLVD & N OBSERVATORY DR SB,0,0,2,BELMONT,-86.800927,36.10647,"(36.106470, -86.800927)"
434,BELNOBSN,BELMONT BLVD & N OBSERVATORY DR SB,0,0,2,BELMONT,-86.801421,36.104432,"(36.104432, -86.801421)"
1865,SHAEDEWN,SHACKLEFORD RD & EDEN AVE WB,0,0,2,BELMONT,-86.804094,36.101525,"(36.101525, -86.804094)"
1868,SHAORIWN,SHACKLEFORD RD & ORIOLE PL WB,0,0,2,BELMONT,-86.807283,36.101859,"(36.101859, -86.807283)"
1867,SHALONWN,SHACKLEFORD RD & LONE OAK RD WB,0,0,2,BELMONT,-86.808542,36.102139,"(36.102139, -86.808542)"
1805,RICLONWF,RICHARD JONES & LONE OAK RD WB,0,0,2,BELMONT,-86.809144,36.104457,"(36.104457, -86.809144)"
1803,RICHILWM,RICHARD JONES RD & HILLMONT DR WB,0,1,2,BELMONT,-86.811418,36.104638,"(36.104638, -86.811418)"
1804,RICHILWN,RICHARD JONES RD & HILLSBORO PIKE W,0,1,2,BELMONT,-86.813381,36.104769,"(36.104769, -86.813381)"
1154,HILRICSF,HILLSBORO PIKE & RICHARD JONES RD S,0,1,2,BELMONT,-86.814989,36.10454,"(36.104540, -86.814989)"
1151,HILWARSN,HILLSBORO PIKE & WARFIELD DR SB,0,1,2,BELMONT,-86.816082,36.103402,"(36.103402, -86.816082)"
1153,HILHOBSN,HILLSBORO PIKE & HOBBS RD SB,0,1,2,BELMONT,-86.818813,36.100989,"(36.100989, -86.818813)"
1152,HILHLSNN,HILLSBORO CIR & HILLSBORO DR NB,0,1,2,BELMONT,-86.819413,36.102092,"(36.102092, -86.819413)"
1161,HILWARNF,HILLSBORO PIKE & WARFIELD DR NB,0,1,2,BELMONT,-86.819537,36.103926,"(36.103926, -86.819537)"
1137,HILBANNF,HILLSBORO CIR & BANDYWOOD DR NB,0,0,2,BELMONT,-86.819398,36.105448,"(36.105448, -86.819398)"
308,ABBHILEM,ABBOTT MARTIN RD & HILLSBORO PIKE E,1,0,2,BELMONT,-86.818123,36.106285,"(36.106285, -86.818123)"
1161,HILWARNF,HILLSBORO PIKE & WARFIELD DR NB,0,1,2,BELMONT,-86.819537,36.103926,"(36.103926, -86.819537)"
1137,HILBANNF,HILLSBORO CIR & BANDYWOOD DR NB,0,0,2,BELMONT,-86.819398,36.105448,"(36.105448, -86.819398)"
308,ABBHILEM,ABBOTT MARTIN RD & HILLSBORO PIKE E,1,0,2,BELMONT,-86.818123,36.106285,"(36.106285, -86.818123)"
3257,ABBHILEN,ABBOTT MARTIN RD & HILLSBORO PIKE E,0,0,2,BELMONT,-86.814197,36.105872,"(36.105872, -86.814197)"
1807,RICHISEM,RICHARD JONES RD & HILLSBORO PIKE E,0,1,2,BELMONT,-86.812308,36.10453,"(36.104530, -86.812308)"
1809,RICLONEN,RICHARD JONES RD & LONE OAK RD EB,0,1,2,BELMONT,-86.809189,36.104296,"(36.104296, -86.809189)"
1389,LONRICSM,LONE OAK RD & RICHARD JONES RD SB,0,0,2,BELMONT,-86.808924,36.102987,"(36.102987, -86.808924)"
1866,SHAEDEEN,SHACKLEFORD RD & EDEN AVE EB,0,0,2,BELMONT,-86.804302,36.101493,"(36.101493, -86.804302)"
1864,SHABELEN,SHACKLEFORD RD & BELMONT BLVD EB,0,0,2,BELMONT,-86.802687,36.101297,"(36.101297, -86.802687)"
3259,BELOBSNN,BELMONT BLVD & N OBSERVATORY DR NB,0,0,2,BELMONT,-86.801354,36.104271,"(36.104271, -86.801354)"
3261,BELGLENN,BELMONT BLVD & GLEN ECHO RD NB,0,0,2,BELMONT,-86.800693,36.10712,"(36.107120, -86.800693)"
402,BELGVINN,BELMONT BLVD & GRAND VIEW LN NB,0,0,2,BELMONT,-86.800523,36.108796,"(36.108796, -86.800523)"
403,BELGRANN,BELMONT BLVD & GRAYBAR LN NB,0,0,2,BELMONT,-86.800352,36.110166,"(36.110166, -86.800352)"
393,BELCLANN,BELMONT BLVD & CLAIRMONT PL NB,0,0,2,BELMONT,-86.800132,36.111776,"(36.111776, -86.800132)"
441,BELWOONF,BELMONT BLVD & WOODMONT BLVD NB,0,0,2,BELMONT,-86.799885,36.113644,"(36.113644, -86.799885)"
368,BELBATNN,BELMONT BLVD & BATTLEFIELD DR NB,0,0,2,BELMONT,-86.798618,36.115723,"(36.115723, -86.798618)"
400,BELGALNM,BELMONT BLVD & GALE LN NB,0,0,2,BELMONT,-86.79651,36.11825,"(36.118250, -86.796510)"
399,BELFERNN,BELMONT BLVD & FERGUSON AVE NB,0,0,2,BELMONT,-86.795573,36.11955,"(36.119550, -86.795573)"
429,BELPARNN,BELMONT BLVD & PARIS AVE NB,0,0,2,BELMONT,-86.794718,36.122205,"(36.122205, -86.794718)"
3263,BELBEENN,BELMONT BLVD & BEECHWOOD AVE NB,0,0,2,BELMONT,-86.794015,36.125658,"(36.125658, -86.794015)"
419,BELLINNN,BELMONT BLVD & LINDEN AVE NB,0,0,2,BELMONT,-86.794299,36.127805,"(36.127805, -86.794299)"
397,BELCOMNN,BELMONT BLVD & COMPTON AVE NB,0,0,2,BELMONT,-86.795485,36.13089,"(36.130890, -86.795485)"
96,18AACKNN,18TH AVE S & ACKLEN AVE NB,0,1,2,BELMONT,-86.796966,36.135033,"(36.135033, -86.796966)"
85,MAGWEDNM,MAGNOLIA BLVD & WEDGEWOOD AVE NB,0,1,2,BELMONT,-86.796114,36.135908,"(36.135908, -86.796114)"
86,MAGDORNN,MAGNOLIA BLVD & DOROTHY PL NB,0,1,2,BELMONT,-86.794499,36.137078,"(36.137078, -86.794499)"
83,16AHORNM,16TH AVE S & HORTON AVE NB,0,0,2,BELMONT,-86.79395,36.138963,"(36.138963, -86.793950)"
82,16AHORNN,16TH AVE S & HORTON AVE NB,0,1,2,BELMONT,-86.793636,36.140614,"(36.140614, -86.793636)"
78,16AEDGNM,16TH AVE S & EDGEHILL AVE NB,0,1,2,BELMONT,-86.793177,36.142981,"(36.142981, -86.793177)"
803,DIVMAGEF,DIVISION ST & MAGAZINE ST EB,0,0,2,BELMONT,-86.782815,36.150857,"(36.150857, -86.782815)"
801,DIV9AEF,DIVISION ST & 9TH AVE S EB,0,0,2,BELMONT,-86.780623,36.149953,"(36.149953, -86.780623)"
2946,8ADRENN,8TH AVE S & DREXELL ST NB,0,0,2,BELMONT,-86.779259,36.152723,"(36.152723, -86.779259)"
270,8ADEMNN,8TH AVE S & DEMONBREUN ST NB,0,0,2,BELMONT,-86.78067,36.156777,"(36.156777, -86.780670)"
262,8ABRONN,8TH AVE S & BROADWAY AVE NB,0,0,2,BELMONT,-86.7819,36.158776,"(36.158776, -86.781900)"
263,8ABRONM,8TH AVE S & BROADWAY AVE NB,0,0,2,BELMONT,-86.782557,36.159688,"(36.159688, -86.782557)"
736,DEM6AEN,DEMONBREUN ST & 6TH AVE EB,0,0,2,BELMONT,-86.778603,36.157738,"(36.157738, -86.778603)"
2610,5ABRONN,5TH AVE S & BROADWAY AVE NB,0,0,2,BELMONT,-86.778373,36.160429,"(36.160429, -86.778373)"
228,5ACOMNN,5TH AVE N & COMMERCE ST NB,0,0,2,BELMONT,-86.779169,36.161732,"(36.161732, -86.779169)"
226,5AVCHUNN,5TH AVE N & CHURCH ST NB,1,1,2,BELMONT,-86.780078,36.163054,"(36.163054, -86.780078)"
224,5AVCHUNM,5TH AVE N & THE ARCADE NB,0,0,2,BELMONT,-86.780627,36.163938,"(36.163938, -86.780627)"
2135,MEIGS,MEIGS MAGNET SCHOOL,0,0,3,WEST END,-86.760399,36.176017,"(36.176017, -86.760399)"
1391,MAI6SWN,MAIN ST & N 6TH ST WB,0,0,3,WEST END,-86.762639,36.174034,"(36.174034, -86.762639)"
1407,MAI5STWN,MAIN ST & 5TH ST WB,1,0,3,WEST END,-86.764954,36.173071,"(36.173071, -86.764954)"
1205,JAMGAYWF,JAMES ROBERTSON PKWY & GAY ST WB,0,0,3,WEST END,-86.777868,36.168027,"(36.168027, -86.777868)"
2545,GAYJAMS,GAY ST & JAMES ROBERTSON PKWY SB,0,0,3,WEST END,-86.78213,36.168179,"(36.168179, -86.782130)"
243,6AVCHUSN,6TH AVE N & CHURCH ST SB,0,0,3,WEST END,-86.781601,36.162833,"(36.162833, -86.781601)"
702,6AVCOMSN,6TH AVE N & COMMERCE ST SB,0,1,3,WEST END,-86.780728,36.161447,"(36.161447, -86.780728)"
487,BRO9AWF,BROADWAY AVE & 9TH AVE S WB,0,1,3,WEST END,-86.783544,36.158366,"(36.158366, -86.783544)"
485,BRO10AWM,BROADWAY AVE & 10TH AVE N WB,0,0,3,WEST END,-86.785046,36.157771,"(36.157771, -86.785046)"
489,BRO12WN,BROADWAY AVE & 12TH AVE N WB,0,1,3,WEST END,-86.787427,36.156729,"(36.156729, -86.787427)"
491,BRO16AWN,BROADWAY AVE & 16TH AVE S WB,0,1,3,WEST END,-86.79279,36.15445,"(36.154450, -86.792790)"
1994,WES17AWN,WEST END AVE & 17TH AVE S WB,0,0,3,WEST END,-86.794329,36.153941,"(36.153941, -86.794329)"
1998,WES19AWN,WEST END AVE & 19TH AVE N WB,0,1,3,WEST END,-86.797305,36.152427,"(36.152427, -86.797305)"
2000,WES20AWN,WEST END AVE & 20TH AVE S WB,0,0,3,WEST END,-86.799212,36.15149,"(36.151490, -86.799212)"
2002,WES21AWN,WEST END AVE & 21ST AVE S WB,0,1,3,WEST END,-86.801129,36.150588,"(36.150588, -86.801129)"
2004,WES23AWN,WEST END AVE & 23RD AVE S WB,1,0,3,WEST END,-86.804449,36.149007,"(36.149007, -86.804449)"
2007,WES24AWN,WEST END AVE & 24TH AVE S WB,0,1,3,WEST END,-86.806291,36.148085,"(36.148085, -86.806291)"
2009,WES25AWN,WEST END AVE & 25TH AVE S WB,0,1,3,WEST END,-86.808104,36.147202,"(36.147202, -86.808104)"
2011,WESNATWN,WEST END AVE & NATCHEZ TR WB,0,1,3,WEST END,-86.809573,36.146487,"(36.146487, -86.809573)"
2012,WES27AWN,WEST END AVE & 27TH AVE S WB,0,1,3,WEST END,-86.811367,36.145603,"(36.145603, -86.811367)"
2014,WES29AWN,WEST END AVE & 29TH AVE S WB,0,1,3,WEST END,-86.813083,36.144683,"(36.144683, -86.813083)"
2018,WES31AWN,WEST END AVE & 31ST AVE N WB,0,1,3,WEST END,-86.815493,36.142673,"(36.142673, -86.815493)"
2020,WESACKWN,WEST END AVE & ACKLEN PARK DR WB,0,1,3,WEST END,-86.817421,36.14094,"(36.140940, -86.817421)"
2040,WES440WN,WEST END AVE & I-440 RAMP WB,0,1,3,WEST END,-86.819808,36.138788,"(36.138788, -86.819808)"
2029,WESELMWF,WEST END AVE & ELMINGTON AVE WB,0,0,3,WEST END,-86.823686,36.135304,"(36.135304, -86.823686)"
2023,WESBOWWN,WEST END AVE & BOWLING AVE WB,0,1,3,WEST END,-86.82502,36.134732,"(36.134732, -86.825020)"
2027,WESCRAWN,WEST END AVE & CRAIGHEAD AVE WB,0,1,3,WEST END,-86.827633,36.133812,"(36.133812, -86.827633)"
2046,WESWILWM,WEST END AVE & WILSON BLVD WB,0,1,3,WEST END,-86.834269,36.131505,"(36.131505, -86.834269)"
2037,WESMOCWN,WEST END AVE & MOCKINGBIRD RD WB,0,0,3,WEST END,-86.835569,36.131094,"(36.131094, -86.835569)"
2033,WESLAUWN,WEST END AVE & LAUDERDALE RD WB,0,1,3,WEST END,-86.836735,36.130718,"(36.130718, -86.836735)"
2025,WESCHEWN,WEST END AVE & CHEROKEE RD WB,0,1,3,WEST END,-86.837733,36.130379,"(36.130379, -86.837733)"
1093,HARVINWN,HARDING PIKE & VINE CT WB,0,1,3,WEST END,-86.839515,36.129788,"(36.129788, -86.839515)"
1089,HARSTTWM,HARDING PIKE & ST. THOMAS HOSPITAL,0,0,3,WEST END,-86.842089,36.128612,"(36.128612, -86.842089)"
1100,HARBOSWN,HARDING PIKE & BOSLEY SPRINGS RD WB,0,1,3,WEST END,-86.843788,36.127756,"(36.127756, -86.843788)"
1060,HARBOSWM,HARDING PIKE & BOSLEY SPRINGS RD WB,0,0,3,WEST END,-86.845188,36.126788,"(36.126788, -86.845188)"
2074,WHIPOSNN,WHITE BRIDGE PIKE & POST RD NB,0,1,3,WEST END,-86.851712,36.127898,"(36.127898, -86.851712)"
2077,WHIFOUNM,WHITE BRIDGE PIKE & FOUNTAIN PL NB,0,1,3,WEST END,-86.855262,36.130007,"(36.130007, -86.855262)"
2052,WHIBRONF,WHITE BRIDGE PIKE & BROOKWOOD PL NB,1,1,3,WEST END,-86.857574,36.132157,"(36.132157, -86.857574)"
2084,WHIVINNN,WHITE BRIDGE PIKE & VINERIDGE DR NB,1,1,3,WEST END,-86.858198,36.135293,"(36.135293, -86.858198)"
2080,WHISTONF,WHITE BRIDGE PIKE & STONEWAY TRL NB,0,1,3,WEST END,-86.858001,36.136443,"(36.136443, -86.858001)"
2063,WHIKNONN,WHITE BRIDGE PIKE & KNOB RD NB,0,1,3,WEST END,-86.85772,36.137592,"(36.137592, -86.857720)"
2060,WHIKENNN,WHITE BRIDGE PIKE & KENDALL DR NB,0,0,3,WEST END,-86.857334,36.139263,"(36.139263, -86.857334)"
2055,WHICORNN,WHITE BRIDGE PIKE & CORBETT LN NB,0,0,3,WEST END,-86.857625,36.143074,"(36.143074, -86.857625)"
2053,WHIBURNN,WHITE BRIDGE PIKE & BURGESS AVE NB,0,1,3,WEST END,-86.857812,36.14454,"(36.144540, -86.857812)"
624,CXIWTBRG,WHITE BRIDGE STATION INBOUND,0,1,3,WEST END,-86.858282,36.150021,"(36.150021, -86.858282)"
1098,HARWHBWM,HARDING PIKE & WHITE BRIDGE WB,0,0,3,WEST END,-86.849441,36.123791,"(36.123791, -86.849441)"
1076,HARLYNWF,HARDING PIKE & LYNNWOOD BLVD WB,0,0,3,WEST END,-86.852861,36.121236,"(36.121236, -86.852861)"
2846,HARDAVWF,HARDING PIKE & DAVIDSON RD WB,0,0,3,WEST END,-86.86133,36.114971,"(36.114971, -86.861330)"
1072,HARPOSSN,HARDING PIKE & POST RD SB,0,0,3,WEST END,-86.869403,36.104123,"(36.104123, -86.869403)"
1086,HARPAGSN,HARDING PIKE & PAGE RD SB,0,1,3,WEST END,-86.871185,36.100407,"(36.100407, -86.871185)"
2848,H70VOSWN,HIGHWAY 70 S & VOSSLAND DR WB,0,0,3,WEST END,-86.877528,36.096467,"(36.096467, -86.877528)"
2849,H70BROSN,HWY 70 S & BROOK HOLLOW RD WB,0,0,3,WEST END,-86.881661,36.094481,"(36.094481, -86.881661)"
2850,H70VAUWN,HWY 70 S & VAUGHNS GAP RD WB,0,0,3,WEST END,-86.885379,36.092665,"(36.092665, -86.885379)"
1172,HWYCARSM,HWY 70 S & CARNAVON PKWY WB,0,1,3,WEST END,-86.890782,36.089901,"(36.089901, -86.890782)"
2852,H70PERWF,HWY 70S & PERCY WARNER BLVD WB,0,0,3,WEST END,-86.894763,36.084699,"(36.084699, -86.894763)"
1183,HWYERIWN,HWY 70 S & ERIN LN WB,0,0,3,WEST END,-86.908408,36.078633,"(36.078633, -86.908408)"
2855,H70CHIWN,HWY 70 S & CHIMNEY HILL WB,0,0,3,WEST END,-86.915799,36.076249,"(36.076249, -86.915799)"
359,BAUCOLWF,BAUGH RD & COLICE JEANE RD WB,0,0,3,WEST END,-86.934023,36.069379,"(36.069379, -86.934023)"
361,BAUSHEWN,BAUGH RD & SHEFFIELD SQ WB,0,0,3,WEST END,-86.937981,36.069041,"(36.069041, -86.937981)"
4271,BAUBELWN,BAUGH RD & BELLVUE RD WB,0,0,3,WEST END,-86.941341,36.068959,"(36.068959, -86.941341)"
1948,TODDORWN,TODD PREIS DR & DORAL COUNTRY DR WB,0,0,3,WEST END,-86.945187,36.070275,"(36.070275, -86.945187)"
1949,TODSAWWN,TODD PREIS DR & SAWYER BROWN RD WB,0,0,3,WEST END,-86.946832,36.071116,"(36.071116, -86.946832)"
1841,SAWPLANM,SAWYER BROWN RD & PLANTATION DR NB,0,0,3,WEST END,-86.945975,36.074926,"(36.074926, -86.945975)"
1189,HWYOLDWF,HWY 70 S & OLD HARDING PIKE WB,0,1,3,WEST END,-86.922137,36.074206,"(36.074206, -86.922137)"
1185,HWYHICWN,HWY 70 S & HICKS RD WB,0,1,3,WEST END,-86.925957,36.073996,"(36.073996, -86.925957)"
1178,H70COLWN,HWY 70 S & CROSS TIMBERS DR WB,0,1,3,WEST END,-86.9351,36.074147,"(36.074147, -86.935100)"
2858,H70BELWN,HWY 70 S & BELLEVUE RD WB,0,0,3,WEST END,-86.940301,36.07547,"(36.075470, -86.940301)"
1170,HWYSAWWM,HWY 70 S & SAWYER BROWN WB,0,0,3,WEST END,-86.947539,36.077742,"(36.077742, -86.947539)"
1168,HWYBAPWM,HWY 70 S & BAPTIST BELLEVUE MEDICAL WB,0,0,3,WEST END,-86.950365,36.078625,"(36.078625, -86.950365)"
699,COLDAVPR,COLEY DAVIS RD SHELTER PARK-N-RIDE,1,0,3,WEST END,-86.955657,36.079608,"(36.079608, -86.955657)"
699,COLDAVPR,COLEY DAVIS RD SHELTER PARK-N-RIDE,1,0,3,WEST END,-86.955657,36.079608,"(36.079608, -86.955657)"
1175,H70COLEF,HWY 70 S & COLEY DAVIS RD EB,0,1,3,WEST END,-86.952421,36.0789,"(36.078900, -86.952421)"
1186,STAPLES,HWY 70 S & STAPLES PARK-N-RIDE,0,0,3,WEST END,-86.947762,36.077513,"(36.077513, -86.947762)"
1193,HWYSAWEN,HWY 70 S & SAWYER BROWN RD EB,0,1,3,WEST END,-86.94581,36.076953,"(36.076953, -86.945810)"
1169,H70BELEN,HWY 70 S & BELLEVUE RD EB,0,1,3,WEST END,-86.940654,36.075472,"(36.075472, -86.940654)"
1179,HWYCOLEM,HWY 70 S & COLCE JEANNE RD EB,0,1,3,WEST END,-86.93463,36.073884,"(36.073884, -86.934630)"
1184,HWYHICEN,HWY 70 S & HICKS LN EB,0,1,3,WEST END,-86.92648,36.073848,"(36.073848, -86.926480)"
1947,TODDOREN,TODD PREIS DR & DORAL COUNTRY DR  EB,0,0,3,WEST END,-86.945514,36.070333,"(36.070333, -86.945514)"
2863,TODBELEN,TODD PRIES DR & BELLEVUE RD EB,0,0,3,WEST END,-86.94152,36.068842,"(36.068842, -86.941520)"
360,BAUSHEEF,BAUGH RD & SHEFFIELD SQ EB,0,0,3,WEST END,-86.937969,36.068909,"(36.068909, -86.937969)"
2866,BAUCOLEN,BAUGH RD & COLLICE JEANNE RD EB,0,0,3,WEST END,-86.93369,36.069156,"(36.069156, -86.933690)"
2867,OLDHIKEN,OLD HARDING PIKE & HICKS RD EB,0,1,3,WEST END,-86.926732,36.072571,"(36.072571, -86.926732)"
1187,HWYOLDEF,HWY 70 S & OLD HICKORY BLVD EB,0,1,3,WEST END,-86.92007,36.07461,"(36.074610, -86.920070)"
1194,HWYCHIEN,HWY 70 S & CHIMNEY HILL EB,0,0,3,WEST END,-86.916136,36.075995,"(36.075995, -86.916136)"
1182,HWYERIEN,HWY 70 S & ERIN LN EB,0,1,3,WEST END,-86.909203,36.078293,"(36.078293, -86.909203)"
1181,H70BROEM,HWY 70 S & BROOKMONT TR EB,0,0,3,WEST END,-86.901045,36.080354,"(36.080354, -86.901045)"
1192,HWYPEREN,HWY 70 S & PERCY WARNER BLVD EB,0,0,3,WEST END,-86.894624,36.084593,"(36.084593, -86.894624)"
