Stop ID Number,Stop Abbreviation,StopName,Shelter,Bench,Route Number,Route Name,Longitude,Latitude,Mapped Location
498,BRO19AEN,BROADWAY AVE & 19TH AVE S EB,0,1,7,HILLSBORO,-86.796509,36.150919,"(36.150919, -86.796509)"
495,BRO18AEN,BROADWAY AVE & 18TH AVE S EB,0,0,7,HILLSBORO,-86.795148,36.152151,"(36.152151, -86.795148)"
494,BRO17AEN,BROADWAY AVE & 17TH AVE S EB,0,1,7,HILLSBORO,-86.794235,36.152984,"(36.152984, -86.794235)"
491,BRO16AWN,BROADWAY AVE & 16TH AVE S WB,0,1,7,HILLSBORO,-86.79279,36.15445,"(36.154450, -86.792790)"
484,BRO11AEN,BROADWAY AVE & 11TH AVE N EB,0,0,7,HILLSBORO,-86.786292,36.157036,"(36.157036, -86.786292)"
736,DEM6AEN,DEMONBREUN ST & 6TH AVE EB,0,0,7,HILLSBORO,-86.778603,36.157738,"(36.157738, -86.778603)"
2610,5ABRONN,5TH AVE S & BROADWAY AVE NB,0,0,7,HILLSBORO,-86.778373,36.160429,"(36.160429, -86.778373)"
228,5ACOMNN,5TH AVE N & COMMERCE ST NB,0,0,7,HILLSBORO,-86.779169,36.161732,"(36.161732, -86.779169)"
226,5AVCHUNN,5TH AVE N & CHURCH ST NB,1,1,7,HILLSBORO,-86.780078,36.163054,"(36.163054, -86.780078)"
224,5AVCHUNM,5TH AVE N & THE ARCADE NB,0,0,7,HILLSBORO,-86.780627,36.163938,"(36.163938, -86.780627)"
302,9ACHUNN,9TH AVE N & CHURCH ST NB,0,1,7,HILLSBORO,-86.784363,36.161206,"(36.161206, -86.784363)"
2648,UNI7AEN,UNION ST & 7TH AVE N EB,0,0,7,HILLSBORO,-86.783903,36.163277,"(36.163277, -86.783903)"
2649,6AVDEANN,6TH AVE N & DEADERICK ST NB,1,0,7,HILLSBORO,-86.782714,36.164724,"(36.164724, -86.782714)"
2650,6AVCHANN,6TH AVE N & CHARLOTTE AVE NB,0,1,7,HILLSBORO,-86.783095,36.165268,"(36.165268, -86.783095)"
243,6AVCHUSN,6TH AVE N & CHURCH ST SB,0,0,8,8TH AVENUE SOUTH,-86.781601,36.162833,"(36.162833, -86.781601)"
702,6AVCOMSN,6TH AVE N & COMMERCE ST SB,0,1,8,8TH AVENUE SOUTH,-86.780728,36.161447,"(36.161447, -86.780728)"
267,8ADRESN,8TH AVE S & DREXEL ST SB,0,0,8,8TH AVENUE SOUTH,-86.779394,36.152687,"(36.152687, -86.779394)"
272,8ADIVSN,8TH AVE S & DIVISION ST SB,0,0,8,8TH AVENUE SOUTH,-86.779301,36.150067,"(36.150067, -86.779301)"
295,8ASOUSN,8TH AVE S & SOUTH ST SB,0,0,8,8TH AVENUE SOUTH,-86.779215,36.147059,"(36.147059, -86.779215)"
257,8AARCSN,8TH AVE S & ARCHER ST SB,0,0,8,8TH AVENUE SOUTH,-86.779128,36.145403,"(36.145403, -86.779128)"
292,8AOLYSN,8TH AVE S & OLYMPIC ST SB,0,0,8,8TH AVENUE SOUTH,-86.778978,36.143945,"(36.143945, -86.778978)"
266,8AOLYSM,8TH AVE S & OLYMPIC ST SB,0,0,8,8TH AVENUE SOUTH,-86.778901,36.143151,"(36.143151, -86.778901)"
274,8ACENSN,8TH AVE S & CENTRAL ST SB,0,1,8,8TH AVENUE SOUTH,-86.778845,36.142204,"(36.142204, -86.778845)"
297,8AVERSN,8TH AVE S & VERNON SB,0,0,8,8TH AVENUE SOUTH,-86.778706,36.140829,"(36.140829, -86.778706)"
275,8AHAMSN,8TH AVE S & HAMILTON AVE SB,0,0,8,8TH AVENUE SOUTH,-86.778422,36.139339,"(36.139339, -86.778422)"
285,8ALYNSN,8TH AVE S & LYNWOOD AVE SB,0,0,8,8TH AVENUE SOUTH,-86.778566,36.138397,"(36.138397, -86.778566)"
253,8AALLSN,8TH AVE S & ALLOWAY ST SB,0,0,8,8TH AVENUE SOUTH,-86.778773,36.137599,"(36.137599, -86.778773)"
299,8AARGSM,8TH AVE S & ARGYLE AV SB,0,0,8,8TH AVENUE SOUTH,-86.779147,36.13524,"(36.135240, -86.779147)"
294,8AROYSN,8TH AVE S & ROYCROFT PL SB,0,0,8,8TH AVENUE SOUTH,-86.779364,36.133643,"(36.133643, -86.779364)"
2917,Z8ADOUSN,8TH AVE & DOUGLAS AVE SB,0,0,8,8TH AVENUE SOUTH,-86.779059,36.131846,"(36.131846, -86.779059)"
261,8ABRASN,8TH AVE S & BRADFORD AVE SB,0,0,8,8TH AVENUE SOUTH,-86.778188,36.128913,"(36.128913, -86.778188)"
896,FRAINVSF,FRANKLIN PIKE & INVERNESS AVE SB,0,0,8,8TH AVENUE SOUTH,-86.776671,36.124631,"(36.124631, -86.776671)"
4082,FRAKIRSN,FRANKLIN PIKE & KIRKWOOD AVE SB,0,0,8,8TH AVENUE SOUTH,-86.775606,36.121461,"(36.121461, -86.775606)"
1259,KIRVAUWN,KIRKWOOD AVE & VAULX LA LN WB,0,0,8,8TH AVENUE SOUTH,-86.779119,36.120893,"(36.120893, -86.779119)"
1258,KIRWKIWM,KIRKWOOD AVE & W KIRKWOOD AVE WB,0,0,8,8TH AVENUE SOUTH,-86.78299,36.120294,"(36.120294, -86.782990)"
711,CRAGALSN,CRAIG AVE & GALE LN SB,0,0,8,8TH AVENUE SOUTH,-86.784153,36.117314,"(36.117314, -86.784153)"
2921,CRABATS,CRAIG AVE & BATTLEFIELD DR SB,0,0,8,8TH AVENUE SOUTH,-86.783398,36.115309,"(36.115309, -86.783398)"
2923,MCNSUTS,MCNAIRY LN & SUTTON HILL RD SB,0,0,8,8TH AVENUE SOUTH,-86.780158,36.113836,"(36.113836, -86.780158)"
2925,MCNWOOS,MCNAIRY LN & WOODMONT BLVD SB,0,0,8,8TH AVENUE SOUTH,-86.782143,36.110362,"(36.110362, -86.782143)"
2112,BRIGENWN,BRILEY PKWY & GENERAL BATE DR WB,0,0,8,8TH AVENUE SOUTH,-86.783477,36.110523,"(36.110523, -86.783477)"
2113,BRIGENWM,BRILEY PKWY & GENERAL BATE DR WB,0,0,8,8TH AVENUE SOUTH,-86.785147,36.110719,"(36.110719, -86.785147)"
1033,GRADRASN,GRANNY WHITE PIKE & DRAUGHON AVE SB,0,0,8,8TH AVENUE SOUTH,-86.792803,36.110451,"(36.110451, -86.792803)"
1035,GRAMORSM,GRANNY WHITE PIKE & MORROW AVE SB,0,1,8,8TH AVENUE SOUTH,-86.796221,36.104798,"(36.104798, -86.796221)"
1788,100OAKS,100 OAKS MALL,1,1,8,8TH AVENUE SOUTH,-86.762639,36.106851,"(36.106851, -86.762639)"
1792,POWPOWNM,POWELL AVE & POWELL PL NB,0,0,8,8TH AVENUE SOUTH,-86.765569,36.108232,"(36.108232, -86.765569)"
1943,THOWESWF,THOMPSON LN & WEST IRIS DR WB,1,0,8,8TH AVENUE SOUTH,-86.768579,36.112451,"(36.112451, -86.768579)"
1035,GRAMORSM,GRANNY WHITE PIKE & MORROW AVE SB,0,1,8,8TH AVENUE SOUTH,-86.796221,36.104798,"(36.104798, -86.796221)"
1279,WOOGENEM,WOODMONT BLVD & GENERAL BATE DR EB,0,0,8,8TH AVENUE SOUTH,-86.785774,36.110693,"(36.110693, -86.785774)"
2111,WOOGENEN,WOODMONT BLVD & GEN BATE DR EB,0,0,8,8TH AVENUE SOUTH,-86.783779,36.110416,"(36.110416, -86.783779)"
2119,WOOMCNWN,WOODMONT BLVD & MCNAIRY LN WB,0,0,8,8TH AVENUE SOUTH,-86.78204,36.110293,"(36.110293, -86.782040)"
1450,MCNWOONF,MCNAIRY LN & WOODMONT BLVD NB,0,0,8,8TH AVENUE SOUTH,-86.781879,36.110922,"(36.110922, -86.781879)"
2939,MCNSUTN,MCNAIRY LN & SUTTON HILL RD NB,0,0,8,8TH AVENUE SOUTH,-86.78008,36.113505,"(36.113505, -86.780080)"
358,BATCRAWN,BATTLEFIELD DR & CRAIG AVE WB,0,0,8,8TH AVENUE SOUTH,-86.782973,36.115234,"(36.115234, -86.782973)"
2941,GALCRAW,GALE LN & CRAIG AVE WB,0,0,8,8TH AVENUE SOUTH,-86.783981,36.117274,"(36.117274, -86.783981)"
1261,KIRCRAEM,KIRKWOOD AVE & CRAIG AVE EB,0,0,8,8TH AVENUE SOUTH,-86.782826,36.120247,"(36.120247, -86.782826)"
1260,KIRVAUEN,KIRKWOOD AVE & VAULX LA EB,0,0,8,8TH AVENUE SOUTH,-86.779442,36.120753,"(36.120753, -86.779442)"
4081,KIRFRAEN,KIRKWOOD AVE & FRANKLIN PK EB,0,0,8,8TH AVENUE SOUTH,-86.776474,36.121127,"(36.121127, -86.776474)"
891,FRAHORNN,FRANKLIN PIKE & HORNER AVE NB,0,0,8,8TH AVENUE SOUTH,-86.775663,36.12221,"(36.122210, -86.775663)"
895,FRAINVNF,FRANKLIN PIKE & INVERNESS AVE NB,0,0,8,8TH AVENUE SOUTH,-86.776593,36.125078,"(36.125078, -86.776593)"
893,FRACRANN,FRANKLIN PIKE & CRAIGHEAD ST NB,0,0,8,8TH AVENUE SOUTH,-86.776888,36.125923,"(36.125923, -86.776888)"
894,FRAHILNF,FRANKLIN PIKE & HILLVIEW HEIGHTS NB,0,0,8,8TH AVENUE SOUTH,-86.777243,36.12706,"(36.127060, -86.777243)"
892,FRABRANN,FRANKLIN PIKE & BRADFORD AVE NB,0,0,8,8TH AVENUE SOUTH,-86.777736,36.128489,"(36.128489, -86.777736)"
293,8APRENN,8TH AVE S & PRENTICE AVE NB,0,0,8,8TH AVENUE SOUTH,-86.778409,36.130444,"(36.130444, -86.778409)"
255,8ADOUNM,8TH AVE S & SOUTH DOUGLAS AVE NB,0,0,8,8TH AVENUE SOUTH,-86.778634,36.131388,"(36.131388, -86.778634)"
260,8ABENNN,8TH AVE S & BENTON AVE NB,0,0,8,8TH AVENUE SOUTH,-86.779053,36.132334,"(36.132334, -86.779053)"
298,8AWEDNF,8TH AVE S & WEDGEWOOD AVE NB,1,1,8,8TH AVENUE SOUTH,-86.778801,36.134816,"(36.134816, -86.778801)"
258,8AARGNN,8TH AVE S & E ARGYLE AVE NB,0,1,8,8TH AVENUE SOUTH,-86.778772,36.135939,"(36.135939, -86.778772)"
284,8ALYNNM,8TH AVE S & LYNWOOD AVE NB,0,0,8,8TH AVENUE SOUTH,-86.778315,36.138716,"(36.138716, -86.778315)"
296,8AVERNN,8TH AVE S & VERNON AVE NB,0,0,8,8TH AVENUE SOUTH,-86.778475,36.140508,"(36.140508, -86.778475)"
2944,8ACHENN,8TH AVE S & CHESTNUT ST NB,0,1,8,8TH AVENUE SOUTH,-86.778565,36.141543,"(36.141543, -86.778565)"
4083,Z9AEDGSN,_ 9TH AVE S & EDGEHILL AVE SB,0,0,8,8TH AVENUE SOUTH,-86.780897,36.142642,"(36.142642, -86.780897)"
291,8AOLYNN,8TH AVE S & OLYMPIC ST NB,0,0,8,8TH AVENUE SOUTH,-86.778744,36.143383,"(36.143383, -86.778744)"
256,8AARCNN,8TH AVE S & ARCHER ST NB,0,0,8,8TH AVENUE SOUTH,-86.778803,36.144897,"(36.144897, -86.778803)"
259,8ABASNN,8TH AVE S & BASS ST NB,0,0,8,8TH AVENUE SOUTH,-86.778953,36.147269,"(36.147269, -86.778953)"
3821,8ASDIVNN,8TH AVE S & DIVISION ST NB,0,1,8,8TH AVENUE SOUTH,-86.779058,36.149624,"(36.149624, -86.779058)"
2946,8ADRENN,8TH AVE S & DREXELL ST NB,0,0,8,8TH AVENUE SOUTH,-86.779259,36.152723,"(36.152723, -86.779259)"
2588,LAF5AEN,GREYHOUND STATION - LAFAYETTE ST & 5TH AVE S,1,0,8,8TH AVENUE SOUTH,-86.773315,36.152481,"(36.152481, -86.773315)"
736,DEM6AEN,DEMONBREUN ST & 6TH AVE EB,0,0,8,8TH AVENUE SOUTH,-86.778603,36.157738,"(36.157738, -86.778603)"
2610,5ABRONN,5TH AVE S & BROADWAY AVE NB,0,0,8,8TH AVENUE SOUTH,-86.778373,36.160429,"(36.160429, -86.778373)"
228,5ACOMNN,5TH AVE N & COMMERCE ST NB,0,0,8,8TH AVENUE SOUTH,-86.779169,36.161732,"(36.161732, -86.779169)"
226,5AVCHUNN,5TH AVE N & CHURCH ST NB,1,1,8,8TH AVENUE SOUTH,-86.780078,36.163054,"(36.163054, -86.780078)"
224,5AVCHUNM,5TH AVE N & THE ARCADE NB,0,0,8,8TH AVENUE SOUTH,-86.780627,36.163938,"(36.163938, -86.780627)"
198,3AJACNN,3RD AVE N & JACKSON ST NB,0,0,9,METROCENTER,-86.783914,36.173849,"(36.173849, -86.783914)"
199,3AJEFNM,3RD AVE N & JEFFERSON ST NB,0,0,9,METROCENTER,-86.784901,36.17551,"(36.175510, -86.784901)"
3231,3AVTAYNN,3RD AVE N & TAYLOR ST NB,0,0,9,METROCENTER,-86.787358,36.179242,"(36.179242, -86.787358)"
195,3AGARNN,3RD AVE N & GARFIELD ST NB,0,0,9,METROCENTER,-86.789838,36.183082,"(36.183082, -86.789838)"
3234,3ACOFNN,3RD AVE N & COFFEE ST NB,0,0,9,METROCENTER,-86.793553,36.187073,"(36.187073, -86.793553)"
807,DOMFREWN,DOMINICAN DR & FRENCH LANDING DR WB,0,0,9,METROCENTER,-86.796212,36.188483,"(36.188483, -86.796212)"
898,FREVANNM,FRENCH LANDING DR & VANTAGE WAY NB,0,0,9,METROCENTER,-86.797234,36.190224,"(36.190224, -86.797234)"
899,FREVANNN,FRENCH LANDING DR & VANTAGE WAY NB,0,0,9,METROCENTER,-86.796527,36.19243,"(36.192430, -86.796527)"
900,FREVENNF,FRENCH LANDING DR & VENTURE CIR NB,0,0,9,METROCENTER,-86.796641,36.194554,"(36.194554, -86.796641)"
897,FREATHWN,FRENCH LANDING DR & ATHENS WAY  WB,0,0,9,METROCENTER,-86.799109,36.196326,"(36.196326, -86.799109)"
335,ATHFRESF,ATHENS WAY & FRENCH LANDING DR SB,1,1,9,METROCENTER,-86.799804,36.195992,"(36.195992, -86.799804)"
336,ATHMETSM,ATHENS WAY & METROCENTER SB,0,1,9,METROCENTER,-86.801312,36.194153,"(36.194153, -86.801312)"
1465,METATHWM,METROCENTER & ATHENS WAY WB,0,1,9,METROCENTER,-86.804433,36.193513,"(36.193513, -86.804433)"
1467,METGREWM,METROCENTER & GREAT CIRCLE RD WB,0,1,9,METROCENTER,-86.810007,36.193804,"(36.193804, -86.810007)"
1400,MAIFRENF,MAINSTREAM DR & FREELAND ST RD NB,0,1,9,METROCENTER,-86.817635,36.195894,"(36.195894, -86.817635)"
1403,MAIFREEF,MAINSTREAM DR & FREELAND STN RD EB,0,1,9,METROCENTER,-86.816728,36.197712,"(36.197712, -86.816728)"
1404,MAIFREEM,MAINSTREAM DR & FREELAND STN RD EB,0,1,9,METROCENTER,-86.814192,36.198855,"(36.198855, -86.814192)"
1402,MAIGREEN,MAINSTREAM DR & GREAT CIRCLE RD EB,0,1,9,METROCENTER,-86.811528,36.199877,"(36.199877, -86.811528)"
1398,MAIGRAEN,MAINSTREAM DR & GREAT CIRCLE RD EB,0,1,9,METROCENTER,-86.80873,36.199194,"(36.199194, -86.808730)"
1043,GREMAIEM,GREAT CIRCLE RD & MAINSTREAM DR EB,0,0,9,METROCENTER,-86.803611,36.199929,"(36.199929, -86.803611)"
1044,GREATHEF,GREAT CIRCLE RD & ATHENS WAY EB,0,0,9,METROCENTER,-86.795193,36.198278,"(36.198278, -86.795193)"
1045,GREATHEM,GREAT CIRCLE RD & ATHENS WAY EB,0,0,9,METROCENTER,-86.793207,36.197408,"(36.197408, -86.793207)"
1046,GREVANEN,GREAT CIRCLE RD & VANTAGE WAY EB,0,0,9,METROCENTER,-86.791158,36.193178,"(36.193178, -86.791158)"
1977,VANGREWM,VANTAGE WAY & GREAT CIRCLE RD WB,0,0,9,METROCENTER,-86.795593,36.191349,"(36.191349, -86.795593)"
808,DOMFREEN,DOMINICAN DR & FRENCH LANDING DR EB,0,0,9,METROCENTER,-86.796403,36.188385,"(36.188385, -86.796403)"
808,DOMFREEN,DOMINICAN DR & FRENCH LANDING DR EB,0,0,9,METROCENTER,-86.796403,36.188385,"(36.188385, -86.796403)"
898,FREVANNM,FRENCH LANDING DR & VANTAGE WAY NB,0,0,9,METROCENTER,-86.797234,36.190224,"(36.190224, -86.797234)"
899,FREVANNN,FRENCH LANDING DR & VANTAGE WAY NB,0,0,9,METROCENTER,-86.796527,36.19243,"(36.192430, -86.796527)"
900,FREVENNF,FRENCH LANDING DR & VENTURE CIR NB,0,0,9,METROCENTER,-86.796641,36.194554,"(36.194554, -86.796641)"
897,FREATHWN,FRENCH LANDING DR & ATHENS WAY  WB,0,0,9,METROCENTER,-86.799109,36.196326,"(36.196326, -86.799109)"
335,ATHFRESF,ATHENS WAY & FRENCH LANDING DR SB,1,1,9,METROCENTER,-86.799804,36.195992,"(36.195992, -86.799804)"
336,ATHMETSM,ATHENS WAY & METROCENTER SB,0,1,9,METROCENTER,-86.801312,36.194153,"(36.194153, -86.801312)"
1465,METATHWM,METROCENTER & ATHENS WAY WB,0,1,9,METROCENTER,-86.804433,36.193513,"(36.193513, -86.804433)"
1467,METGREWM,METROCENTER & GREAT CIRCLE RD WB,0,1,9,METROCENTER,-86.810007,36.193804,"(36.193804, -86.810007)"
1400,MAIFRENF,MAINSTREAM DR & FREELAND ST RD NB,0,1,9,METROCENTER,-86.817635,36.195894,"(36.195894, -86.817635)"
1403,MAIFREEF,MAINSTREAM DR & FREELAND STN RD EB,0,1,9,METROCENTER,-86.816728,36.197712,"(36.197712, -86.816728)"
1404,MAIFREEM,MAINSTREAM DR & FREELAND STN RD EB,0,1,9,METROCENTER,-86.814192,36.198855,"(36.198855, -86.814192)"
1402,MAIGREEN,MAINSTREAM DR & GREAT CIRCLE RD EB,0,1,9,METROCENTER,-86.811528,36.199877,"(36.199877, -86.811528)"
1398,MAIGRAEN,MAINSTREAM DR & GREAT CIRCLE RD EB,0,1,9,METROCENTER,-86.80873,36.199194,"(36.199194, -86.808730)"
1043,GREMAIEM,GREAT CIRCLE RD & MAINSTREAM DR EB,0,0,9,METROCENTER,-86.803611,36.199929,"(36.199929, -86.803611)"
1044,GREATHEF,GREAT CIRCLE RD & ATHENS WAY EB,0,0,9,METROCENTER,-86.795193,36.198278,"(36.198278, -86.795193)"
1045,GREATHEM,GREAT CIRCLE RD & ATHENS WAY EB,0,0,9,METROCENTER,-86.793207,36.197408,"(36.197408, -86.793207)"
1046,GREVANEN,GREAT CIRCLE RD & VANTAGE WAY EB,0,0,9,METROCENTER,-86.791158,36.193178,"(36.193178, -86.791158)"
1977,VANGREWM,VANTAGE WAY & GREAT CIRCLE RD WB,0,0,9,METROCENTER,-86.795593,36.191349,"(36.191349, -86.795593)"
807,DOMFREWN,DOMINICAN DR & FRENCH LANDING DR WB,0,0,9,METROCENTER,-86.796212,36.188483,"(36.188483, -86.796212)"
3815,3AGARSF,3RD AVE N & GARFIELD ST SB,1,0,9,METROCENTER,-86.790007,36.183135,"(36.183135, -86.790007)"
201,3AVANSF,3RD AVE N & VAN BUREN ST SB,0,0,9,METROCENTER,-86.787941,36.179751,"(36.179751, -86.787941)"
200,3AMONSN,3RD AVE N & MONROE ST SB,0,0,9,METROCENTER,-86.786595,36.177876,"(36.177876, -86.786595)"
181,2AJEFSN,2ND AVE N & JEFFERSON ST SB,0,0,9,METROCENTER,-86.783768,36.175439,"(36.175439, -86.783768)"
182,2AJACSN,2ND AVE N & JACKSON ST SB,1,0,9,METROCENTER,-86.782949,36.174197,"(36.174197, -86.782949)"
173,2ASTOSM,2ND AVE N & STOCKYARD ST SB,1,0,9,METROCENTER,-86.781367,36.171769,"(36.171769, -86.781367)"
2545,GAYJAMS,GAY ST & JAMES ROBERTSON PKWY SB,0,0,9,METROCENTER,-86.78213,36.168179,"(36.168179, -86.782130)"
3869,UNI5AWN,UNION ST & 5TH AVE N WB,0,1,9,METROCENTER,-86.780997,36.164688,"(36.164688, -86.780997)"
1966,UNI7AWN,UNION ST & 7TH AVE N WB,0,1,10,CHARLOTTE,-86.783351,36.163587,"(36.163587, -86.783351)"
1967,UNIPOLWM,UNION ST & POLK AVE WB,0,1,10,CHARLOTTE,-86.784488,36.163086,"(36.163086, -86.784488)"
659,CHU19AWN,CHURCH ST & 19TH AVE N WB,0,1,10,CHARLOTTE,-86.79891,36.154472,"(36.154472, -86.798910)"
661,CHU20AWN,CHURCH ST & 20TH AVE N WB,0,1,10,CHARLOTTE,-86.800747,36.153524,"(36.153524, -86.800747)"
663,CHU21AWN,CHURCH ST & 21ST AVE N WB,0,1,10,CHARLOTTE,-86.802521,36.152641,"(36.152641, -86.802521)"
4078,21ASTASN,21ST AVE N & STATE ST SB,0,1,10,CHARLOTTE,-86.803474,36.153391,"(36.153391, -86.803474)"
2618,22APATNN,22ND AVE N & PATTERSON ST NB,0,0,10,CHARLOTTE,-86.805235,36.153775,"(36.153775, -86.805235)"
544,CXOCENTE,23RD AVE / CENTENNIAL STATION OUTBOUND,0,0,10,CHARLOTTE,-86.809465,36.155939,"(36.155939, -86.809465)"
549,CHA25AWN,CHARLOTTE AVE & 25TH AVE N WB,0,0,10,CHARLOTTE,-86.811814,36.155386,"(36.155386, -86.811814)"
550,CHA26AWN,CHARLOTTE AVE & 26TH AVE N WB,0,0,10,CHARLOTTE,-86.814593,36.154826,"(36.154826, -86.814593)"
552,CXO2831,28TH/31ST AVE CONNECTOR STATION OUTBOUND,1,0,10,CHARLOTTE,-86.818055,36.154039,"(36.154039, -86.818055)"
554,CHA31AWM,CHARLOTTE AVE & 31ST AVE N WB,0,0,10,CHARLOTTE,-86.822015,36.153216,"(36.153216, -86.822015)"
557,CHA35AWN,CHARLOTTE AVE & 35TH AVE N WB,0,0,10,CHARLOTTE,-86.825647,36.152841,"(36.152841, -86.825647)"
559,CXOSYLHE,37TH AVE/SYLVAN HEIGHTS STATION OUTBOUND,0,1,10,CHARLOTTE,-86.828059,36.152821,"(36.152821, -86.828059)"
561,CHA38AWM,CHARLOTTE AVE & 38TH AVE N WB,0,0,10,CHARLOTTE,-86.83062,36.152646,"(36.152646, -86.830620)"
563,CHA39AWN,CHARLOTTE AVE & 39TH AVE N WB,0,0,10,CHARLOTTE,-86.833167,36.152524,"(36.152524, -86.833167)"
565,CHA40AWN,CHARLOTTE AVE & 40TH AVE N WB,0,0,10,CHARLOTTE,-86.834676,36.152516,"(36.152516, -86.834676)"
567,CXOSYLPA,42ND AVE/SYLVAN PARK STATION OUTBOUND,0,1,10,CHARLOTTE,-86.836784,36.152443,"(36.152443, -86.836784)"
4085,CXORICHL,46TH AVE/RICHLAND PARK STATION OUTBOUND,0,0,10,CHARLOTTE,-86.841898,36.152244,"(36.152244, -86.841898)"
575,CHA49AWN,CHARLOTTE AVE & 49TH AVE N WB,0,0,10,CHARLOTTE,-86.845896,36.152105,"(36.152105, -86.845896)"
2625,CHA51AWN,CHARLOTTE AVE & 51ST AVE N WB,0,0,10,CHARLOTTE,-86.848336,36.152036,"(36.152036, -86.848336)"
2627,CHA53AWN,CHARLOTTE AVE & 53RD AVE N WB,0,0,10,CHARLOTTE,-86.851027,36.151927,"(36.151927, -86.851027)"
2628,CXO53AVE,53RD AVE STATION OUTBOUND,0,0,10,CHARLOTTE,-86.852455,36.151559,"(36.151559, -86.852455)"
583,CHA54AWN,CHARLOTTE AVE & 54TH AVE N WB,0,0,10,CHARLOTTE,-86.853576,36.151275,"(36.151275, -86.853576)"
617,CHAWHIWN,CHARLOTTE PIKE & WHITE BRIDGE PIKE,0,0,10,CHARLOTTE,-86.856981,36.150468,"(36.150468, -86.856981)"
2054,WHICHASF,WHITE BRIDGE PIKE & CHARLOTTE SHONE,0,1,10,CHARLOTTE,-86.858017,36.149381,"(36.149381, -86.858017)"
615,CXOWTBRG,WHITE BRIDGE STATION OUTBOUND,0,0,10,CHARLOTTE,-86.858652,36.150052,"(36.150052, -86.858652)"
616,CHAOCEWF,CHARLOTTE PIKE & OCEOLA AVE WB,0,0,10,CHARLOTTE,-86.860861,36.1495,"(36.149500, -86.860861)"
611,CHALELWM,CHARLOTTE PIKE & LELLYETT ST WB,0,0,10,CHARLOTTE,-86.863361,36.149098,"(36.149098, -86.863361)"
597,CHAEASWN,CHARLOTTE AVE & EASTBORO DR WB,0,0,10,CHARLOTTE,-86.867331,36.148265,"(36.148265, -86.867331)"
622,CHAWESWN,CHARLOTTE PIKE & WESTBORO DR WB,0,0,10,CHARLOTTE,-86.870704,36.146209,"(36.146209, -86.870704)"
592,CXOAMERI,AMERICAN STATION OUTBOUND,0,0,10,CHARLOTTE,-86.872141,36.145052,"(36.145052, -86.872141)"
318,AMEMERNF,AMERICAN RD & MERCOMATIC DR NB,0,0,10,CHARLOTTE,-86.873395,36.145528,"(36.145528, -86.873395)"
1793,PREAMEEM,PREMIER DR & AMERICAN RD EB,0,0,10,CHARLOTTE,-86.874827,36.146908,"(36.146908, -86.874827)"
1796,PREMERSF,PREMIER DR & MERCOMATIC DR SB,0,0,10,CHARLOTTE,-86.876861,36.146686,"(36.146686, -86.876861)"
1797,PREWILSF,PREMIER DR & WILCLAY DR SB,0,0,10,CHARLOTTE,-86.879954,36.144567,"(36.144567, -86.879954)"
1794,PREWILSM,PREMIER DR & WILCLAY AVE SB,0,0,10,CHARLOTTE,-86.88215,36.143253,"(36.143253, -86.882150)"
4295,ANNPREEF,ANNEX AVE & PREMIER DR EB,0,0,10,CHARLOTTE,-86.883841,36.141251,"(36.141251, -86.883841)"
325,ANNCHAEN,ANNEX AVE & CHARLOTTE PIKE EB,0,0,10,CHARLOTTE,-86.881283,36.139638,"(36.139638, -86.881283)"
594,CXOANNEX,ANNEX STATION OUTBOUND,0,1,10,CHARLOTTE,-86.880902,36.138948,"(36.138948, -86.880902)"
2632,CXONVLWS,NASHVILLE WEST STATION OUTBOUND,1,0,10,CHARLOTTE,-86.888654,36.134638,"(36.134638, -86.888654)"
2633,CHACABWF,CHARLOTTE PIKE & CABOT DR WB,0,0,10,CHARLOTTE,-86.90097,36.130092,"(36.130092, -86.900970)"
601,CXODVDSN,DAVIDSON STATION OUTBOUND,0,0,10,CHARLOTTE,-86.903165,36.129661,"(36.129661, -86.903165)"
2164,WALMARTC,WALMART,0,0,10,CHARLOTTE,-86.906837,36.132167,"(36.132167, -86.906837)"
2164,WALMARTC,WALMART,0,0,10,CHARLOTTE,-86.906837,36.132167,"(36.132167, -86.906837)"
602,CXIDVDSN,DAVIDSON STATION INBOUND,0,0,10,CHARLOTTE,-86.902575,36.129536,"(36.129536, -86.902575)"
2634,CHAI40EN,CHARLOTTE PIKE & I-40 RAMP EB,0,0,10,CHARLOTTE,-86.900062,36.130173,"(36.130173, -86.900062)"
4385,CXINVLWS,NASHVILLE WEST STATION INBOUND,1,0,10,CHARLOTTE,-86.888456,36.134441,"(36.134441, -86.888456)"
2636,CHABROEN,CHARLOTTE PIKE & BROOK HOLLOW RD EB,0,0,10,CHARLOTTE,-86.885258,36.135759,"(36.135759, -86.885258)"
2638,CXIANNEX,ANNEX STATION INBOUND,1,0,10,CHARLOTTE,-86.88113,36.138535,"(36.138535, -86.881130)"
4296,ANNCHAWF,ANNEX AVE & CHARLOTTE PIKE WB,0,0,10,CHARLOTTE,-86.881237,36.139798,"(36.139798, -86.881237)"
327,ANNCHAWM,ANNEX AVE & CHARLOTTE PIKE WB,0,0,10,CHARLOTTE,-86.882835,36.140894,"(36.140894, -86.882835)"
1794,PREWILSM,PREMIER DR & WILCLAY AVE SB,0,0,10,CHARLOTTE,-86.88215,36.143253,"(36.143253, -86.882150)"
